Symbol	Estimate	Std. Error	t value	Pr(>|t|)
ITGAM	1.50E-07	7.85E-08	1.913785563	0.055882699
NA	5.98E-06	1.13E-05	0.531305595	0.595304302
NA	7.69E-06	8.64E-06	0.890561518	0.37334105
WHAMM	-3.16E-06	2.95E-07	-10.71131336	1.21E-25
NA	9.00E-06	9.70E-06	0.927429524	0.353888062
NA	0	1.453387714	0	1
MIR4257	-9.51E-07	4.11E-07	-2.311423703	0.020976402
NA	-4.39E-07	4.37E-07	-1.005013703	0.315090689
NA	1.03E-06	1.49E-06	0.693511958	0.488121097
NA	1.93E-06	4.11E-07	4.692670045	3.00E-06
NA	2.20E-07	1.08E-06	0.203742517	0.83858889
NA	9.33E-06	1.59E-05	0.587902893	0.556706905
NA	6.68E-07	1.44E-06	0.464456472	0.642404088
NA	4.23E-06	3.13E-06	1.352464699	0.176478771
ATG10	-2.37E-06	6.96E-07	-3.405242547	0.000682668
NA	-0.000189188	7.66E-05	-2.470649675	0.013623453
NA	-2.76E-07	2.62E-06	-0.105120929	0.916297232
ORAOV1	4.32E-07	1.17E-07	3.70140792	0.000224025
NA	9.68E-06	2.15E-05	0.451414257	0.651771703
TES	-1.45E-07	3.48E-08	-4.170170932	3.26E-05
NA	3.63E-06	4.60E-06	0.788891127	0.4303298
NA	3.30E-06	7.00E-06	0.471066374	0.63767804
NA	2.14E-06	5.45E-06	0.391849784	0.695238038
NA	3.67E-07	6.17E-07	0.593720197	0.552809968
GXYLT1	1.23E-07	2.00E-07	0.614936104	0.538712256
NA	-2.82E-05	6.28E-06	-4.49045742	7.78E-06
NA	-1.87E-05	7.55E-06	-2.482182722	0.013192548
TREX1	0	1.453387714	0	1
SLC35G2	-6.82E-06	2.74E-07	-24.89917501	7.12E-111
RSPO1	-3.88E-07	7.79E-08	-4.981164262	7.23E-07
NA	-2.55E-05	1.45E-05	-1.752193869	0.079993141
NA	6.03E-07	5.41E-07	1.114316185	0.265364305
TBC1D3C	8.04E-05	7.40E-05	1.086682297	0.277393132
AC098971.2	8.31E-06	1.24E-05	0.672197532	0.501585965
RAP1B	-1.05E-06	2.77E-07	-3.777170853	0.00016631
NA	9.08E-07	7.48E-07	1.214593116	0.224757705
NA	1.13E-05	3.56E-06	3.179313659	0.001513583
NA	4.03E-09	4.37E-09	0.92170435	0.356866091
NA	-1.97E-06	2.46E-06	-0.799725009	0.424026718
TDO2	5.40E-07	1.45E-07	3.728651122	0.000201389
NA	5.16E-07	4.97E-07	1.038199836	0.299383934
NA	1.31E-06	5.10E-06	0.255815801	0.798136446
NA	-5.22E-07	1.87E-06	-0.278728274	0.780500871
MMP7	-4.55E-11	2.78E-09	-0.0163617	0.986948526
MIR320D1	-2.28E-06	6.49E-07	-3.508777963	0.000466652
NA	-1.60E-05	8.68E-07	-18.47520296	2.39E-67
NA	1.25E-05	2.12E-05	0.586662983	0.557539234
RNU5A-1	1.66E-09	2.01E-09	0.826115493	0.408901035
GSTM2	-1.72E-06	1.46E-07	-11.81835146	1.39E-30
NA	1.67E-06	1.96E-06	0.852595191	0.394052139
CCDC67	3.60E-06	1.32E-06	2.726263042	0.006497853
FAM192A	1.69E-07	6.67E-08	2.540552402	0.011191562
NA	3.47E-06	8.60E-06	0.40273158	0.687216664
SNORD113-5	1.93E-07	4.08E-07	0.473359488	0.636041902
PAK1IP1	1.14E-07	4.74E-08	2.403152431	0.01640381
RP11-383C5.3	8.64E-06	3.33E-06	2.59259916	0.009639914
NA	0.000130923	0.000184964	0.707829128	0.479187354
MIR526A1	-9.81E-07	5.52E-06	-0.177728054	0.858966226
NA	-8.25E-06	4.67E-05	-0.176752919	0.859731978
NA	-4.36E-10	1.45E-08	-0.030002655	0.976069871
MIR4472-2	3.90E-06	3.39E-06	1.149872735	0.250422945
RP3-326I13.1	3.49E-07	3.84E-07	0.907449487	0.364349386
NA	1.10E-05	5.22E-06	2.112532422	0.034844715
DSPP	2.12E-06	2.23E-06	0.949204548	0.34270566
NA	5.73E-07	5.29E-07	1.083163242	0.278951231
MIR499A	-4.07E-08	6.04E-07	-0.067400529	0.946273956
NA	3.70E-07	1.06E-06	0.350086694	0.726334414
NA	1.83E-07	2.05E-07	0.893842887	0.371583267
CLEC2D	5.89E-07	1.95E-07	3.028655516	0.002508365
NA	-1.32E-06	1.76E-06	-0.754639158	0.450612003
ADCK5	6.79E-07	9.36E-08	7.252432224	7.28E-13
NA	-2.08E-06	1.38E-06	-1.506216683	0.132271916
AC104655.3	-1.63E-06	1.07E-06	-1.520619872	0.128615869
NA	0	1.453387714	0	1
NA	-1.65E-05	5.99E-06	-2.760810013	0.005852732
RNU5B-1	1.34E-09	1.63E-09	0.824290727	0.409936436
NA	1.60E-05	1.97E-05	0.815934292	0.41469791
NA	-6.69E-07	2.20E-07	-3.038069203	0.002431895
C11orf36	1.34E-05	1.05E-05	1.268596163	0.20482853
NA	-1.67E-06	3.85E-07	-4.338931751	1.55E-05
NA	1.33E-05	2.58E-05	0.515681319	0.606170978
NA	-6.40E-07	2.88E-07	-2.218844562	0.026681818
TCF21	-2.70E-05	5.10E-06	-5.285424169	1.49E-07
NA	-1.65E-05	4.91E-06	-3.353697403	0.000822016
CRELD2	4.15E-07	5.85E-08	7.091630925	2.25E-12
NA	-2.68E-06	4.54E-07	-5.902683175	4.64E-09
RP11-727F15.9	1.98E-06	7.37E-07	2.685988418	0.007330278
NA	1.70E-06	2.59E-06	0.65630054	0.511755245
hsa-mir-3149	-2.52E-07	5.52E-07	-0.457471145	0.647414362
NA	1.53E-05	1.59E-05	0.959578357	0.337458692
NA	1.13E-06	6.10E-07	1.856215878	0.063665147
NA	-0.001051651	0.000526446	-1.997642198	0.045978469
NA	0	1.453387714	0	1
RP13-270P17.1	5.72E-07	1.05E-06	0.542674224	0.587453815
NA	-6.83E-08	2.78E-06	-0.024532684	0.980431748
NA	7.79E-05	0.0002434	0.320101575	0.74894646
NA	2.42E-06	7.22E-06	0.334975067	0.737701811
NA	1.80E-06	7.17E-06	0.251152261	0.80173893
NA	1.07E-05	3.92E-06	2.734200545	0.00634421
PLA2G3	8.17E-07	2.66E-07	3.068563759	0.002198613
LRRK2	-1.22E-06	2.45E-07	-4.964283854	7.88E-07
OR5B17	1.61E-05	2.88E-05	0.559159155	0.576156324
NA	8.89E-06	9.86E-06	0.901864882	0.367307685
CDS1	5.57E-07	5.61E-08	9.927902633	2.19E-22
NA	0	1.453387714	0	1
NA	-3.63E-05	2.02E-05	-1.797552528	0.072496575
NA	-3.44E-08	8.29E-06	-0.004153269	0.996686863
NA	2.10E-07	2.72E-07	0.769566468	0.441706932
CLDN11	-3.26E-06	1.00E-07	-32.42437937	1.30E-166
NA	1.38E-07	3.22E-07	0.427761557	0.668900658
NA	4.30E-06	1.90E-06	2.271032514	0.023319661
NA	3.29E-06	2.64E-06	1.247237504	0.212551178
BHLHB9	-1.96E-06	5.18E-07	-3.790598007	0.000157671
NA	0	1.453387714	0	1
NA	2.04E-05	1.21E-05	1.683160927	0.092601268
ATG16L1	6.63E-07	9.14E-08	7.250003579	7.40E-13
COPS3	4.64E-08	4.40E-08	1.054362693	0.291926861
MOV10L1	-2.71E-07	2.51E-06	-0.108131046	0.913909624
NA	0	1.453387714	0	1
NA	3.80E-06	1.88E-06	2.021091657	0.04348959
RP11-70F11.8	2.21E-05	2.23E-05	0.988572952	0.323069274
MIR3142	2.73E-06	5.72E-06	0.477347627	0.633200596
NA	2.14E-07	5.58E-07	0.383613899	0.701331862
NA	1.57E-07	7.57E-08	2.071759424	0.038498839
AC025458.1	9.57E-07	1.27E-06	0.752157066	0.452102533
NA	0	1.453387714	0	1
NA	1.05E-05	2.79E-05	0.376729341	0.706440645
NA	-1.28E-05	4.43E-06	-2.896274766	0.003843962
NA	2.69E-07	2.76E-06	0.097537332	0.922315803
NA	7.26E-06	3.88E-06	1.870645335	0.061634895
NA	1.31E-05	2.33E-05	0.562422983	0.573931783
NA	1.15E-06	1.81E-06	0.637970877	0.523613051
NA	0	1.453387714	0	1
RP11-469H8.6	5.32E-08	1.70E-07	0.313503104	0.753952363
CPNE4	1.01E-06	7.54E-07	1.342793671	0.179590004
MIR4254	2.62E-06	1.40E-06	1.873243651	0.06127507
SPC24	1.03E-06	9.45E-08	10.92519509	1.44E-26
NA	-4.69E-06	3.59E-06	-1.307723727	0.191214821
NA	9.57E-07	1.11E-06	0.863329011	0.388127264
IGF2BP1	5.52E-07	4.44E-07	1.242667894	0.214230404
NA	8.74E-07	5.93E-07	1.472802038	0.141063844
NA	-5.06E-06	8.61E-06	-0.587715938	0.556832365
UXT	1.97E-08	1.80E-08	1.090793172	0.275580527
NA	1.00E-06	2.89E-06	0.347160077	0.728531283
NA	6.72E-07	1.08E-06	0.624166301	0.532635742
PALM2-AKAP2	-3.35E-05	1.45E-06	-23.17473929	1.16E-98
ALDH2	-3.57E-07	1.58E-08	-22.62267062	8.03E-95
RP11-387D10.3	2.57E-06	2.05E-06	1.256371609	0.209223174
NA	-1.18E-05	3.87E-06	-3.040925315	0.00240912
NDUFS1	-3.88E-07	9.03E-08	-4.293197835	1.90E-05
EVC2	-7.65E-06	4.63E-07	-16.51999823	1.88E-55
NA	-7.00E-07	2.97E-06	-0.235173793	0.81411354
CNDP1	4.21E-06	3.24E-06	1.297876376	0.194576558
NA	-4.99E-06	1.57E-06	-3.174460523	0.001538908
RP11-403C10.2	-1.82E-05	3.00E-05	-0.607736093	0.543476279
NA	-2.00E-05	6.12E-06	-3.266665203	0.001118673
RPL37A	-1.33E-08	5.70E-09	-2.332017055	0.01986279
NA	8.36E-06	6.35E-06	1.317261263	0.187999833
NR2C2AP	3.07E-07	3.66E-08	8.375600178	1.50E-16
NA	-3.28E-05	1.01E-05	-3.250753995	0.001182619
NA	9.76E-06	5.06E-06	1.926684869	0.054252305
NA	1.02E-06	7.97E-06	0.128198839	0.89801287
NA	1.33E-05	3.11E-05	0.427843187	0.668841239
NA	4.58E-06	3.05E-06	1.501133274	0.133581341
NA	0.000133053	0.000247835	0.53686049	0.591462437
NA	7.85E-06	3.43E-06	2.292085551	0.022071344
CA5B	-2.85E-06	3.78E-07	-7.539253427	9.22E-14
NA	2.09E-06	2.96E-06	0.704161127	0.481467594
NA	8.37E-07	1.73E-06	0.483973762	0.628491852
COG2	1.60E-06	1.51E-07	10.60664776	3.39E-25
NA	1.91E-06	6.88E-07	2.769971231	0.005691647
ANKRD31	-5.64E-06	2.76E-06	-2.04316943	0.0412514
C4orf45	-2.46E-06	2.39E-06	-1.029175194	0.303602527
NA	3.74E-06	5.30E-06	0.705525442	0.480618767
AC024592.9	8.18E-07	6.00E-07	1.362414206	0.173320109
NA	1.09E-06	4.32E-06	0.251899448	0.801161458
NA	-1.04E-06	7.29E-07	-1.421240893	0.155503767
NA	2.84E-06	1.06E-05	0.268985323	0.78798672
NA	4.02E-06	4.55E-06	0.882949725	0.377438383
UBE2Q2	7.92E-08	6.35E-08	1.247769306	0.212356373
NA	1.55E-06	8.95E-07	1.727342067	0.084360802
NA	6.28E-07	2.16E-06	0.290848481	0.771216925
NA	-6.00E-07	8.11E-07	-0.739782177	0.459575322
NA	5.80E-06	8.31E-06	0.697831809	0.485416123
NA	1.19E-06	1.10E-06	1.080463072	0.280150794
NA	5.77E-08	9.50E-08	0.607866105	0.543390069
NA	5.09E-05	0.000159137	0.320101581	0.748946456
NA	1.97E-07	1.94E-07	1.01415639	0.310710377
RDH8	-1.08E-05	9.75E-06	-1.106241642	0.268841288
NA	0	1.453387714	0	1
TPRG1	8.22E-08	2.55E-08	3.225928406	0.001289176
NA	0	1.453387714	0	1
NA	1.21E-06	6.02E-07	2.009863289	0.044666755
NA	1.27E-06	3.12E-07	4.0723266	4.96E-05
SENP7	-1.50E-06	2.11E-07	-7.112515206	1.94E-12
NA	4.58E-08	3.82E-07	0.11990826	0.904575677
NA	5.24E-06	1.80E-06	2.915353642	0.003618144
AL356017.3	-1.57E-07	4.22E-07	-0.371642549	0.710223911
NA	8.23E-07	2.30E-06	0.357836017	0.72052829
NA	2.98E-06	7.00E-06	0.425764999	0.670354624
NA	2.62E-05	2.75E-05	0.952617314	0.340973783
NA	4.97E-07	6.42E-07	0.773892783	0.439144997
NA	-7.21E-06	4.78E-07	-15.08682572	2.89E-47
THOC5	-8.84E-08	1.76E-07	-0.502576145	0.615353532
PGAM4	4.87E-06	3.20E-06	1.52304145	0.128008981
NA	2.02E-06	5.03E-06	0.401343035	0.688238275
NA	5.62E-06	1.12E-05	0.502675414	0.615283746
C1QTNF1-AS1	-1.16E-05	1.97E-06	-5.883763395	5.18E-09
NA	1.71E-06	3.99E-07	4.279648843	2.02E-05
TMED8	2.60E-07	1.27E-07	2.038669156	0.041699527
CSPP1	6.28E-07	1.68E-07	3.726805714	0.000202852
SNORD121A	4.55E-07	4.52E-07	1.005451941	0.314879804
NA	4.55E-06	4.09E-06	1.113247531	0.26582269
NA	-6.77E-06	2.72E-06	-2.487385976	0.013002122
NA	5.93E-07	3.61E-06	0.16442435	0.86942449
NA	4.35E-06	6.20E-06	0.701789469	0.482945093
NA	-1.83E-06	3.79E-07	-4.824154523	1.58E-06
ZNF560	6.81E-07	5.54E-07	1.229341933	0.219182039
NA	-3.27E-06	5.60E-06	-0.583723573	0.559514827
NA	3.57E-06	5.67E-06	0.629404415	0.529202849
NA	1.44E-09	8.57E-09	0.168523319	0.866199695
NA	-6.58E-05	2.05E-05	-3.208842694	0.001367593
NA	0.00024416	0.000192122	1.270855588	0.204023695
RP11-279D17.1	1.64E-06	1.50E-06	1.093904822	0.274213902
TMTC2	1.05E-07	1.58E-07	0.6661783	0.505423814
NA	1.11E-06	2.50E-06	0.442858462	0.657947077
RP11-553A21.3	-3.58E-07	1.80E-06	-0.198844557	0.842417664
POLE	2.20E-06	2.39E-07	9.222077597	1.25E-19
AC068491.1	1.52E-06	1.91E-07	7.924359433	5.16E-15
LIPT1	-5.32E-06	3.94E-07	-13.49287367	9.25E-39
NA	-5.91E-05	2.12E-05	-2.789940032	0.005354323
NA	2.09E-06	3.27E-06	0.640867422	0.521729877
NA	-9.20E-07	1.67E-06	-0.550445792	0.582114998
NA	-4.28E-06	1.88E-06	-2.269588213	0.023407506
NA	1.18E-06	2.25E-07	5.251069682	1.78E-07
NA	2.79E-07	6.16E-07	0.453493955	0.650274211
NA	9.43E-07	6.99E-07	1.348219257	0.177839568
SYNC	-1.57E-06	2.47E-07	-6.343684236	3.16E-10
TUSC3	-5.10E-08	4.29E-08	-1.187551599	0.235242606
NA	6.09E-06	6.84E-06	0.889999047	0.373642874
NA	-1.44E-06	6.05E-07	-2.373759493	0.017763021
NA	1.39E-07	1.74E-07	0.801656519	0.422908684
NA	1.23E-06	1.40E-06	0.880071266	0.378995026
NA	1.73E-06	3.00E-07	5.776760762	9.67E-09
NA	1.74E-05	2.08E-05	0.837070391	0.402717885
NA	-5.74E-05	2.24E-05	-2.558021236	0.010647635
NMI	3.74E-07	8.27E-08	4.527465594	6.56E-06
C14orf132	-3.40E-07	8.62E-08	-3.941397542	8.56E-05
RP11-617D20.1	-1.44E-05	8.89E-07	-16.19294205	1.53E-53
OR1J4	6.74E-06	6.40E-06	1.052080547	0.292972133
NA	9.84E-07	2.63E-07	3.737116127	0.000194806
DSCR4	3.27E-06	2.26E-06	1.446108088	0.148405212
IARS2	1.14E-07	1.73E-08	6.57677374	7.13E-11
NA	-1.16E-07	5.30E-07	-0.218322048	0.827214921
NA	-6.68E-05	5.75E-06	-11.6215157	1.12E-29
NOS1AP	-4.82E-07	3.23E-07	-1.492019958	0.135953933
MAST3	-9.56E-07	3.58E-07	-2.672977031	0.007618994
NA	-1.25E-05	1.57E-05	-0.799340977	0.424249218
NA	-2.31E-05	1.76E-06	-13.13135538	6.31E-37
WNT2B	-3.95E-06	9.54E-07	-4.134891989	3.80E-05
NA	3.44E-07	1.43E-07	2.403794967	0.016375148
NA	-2.09E-06	6.76E-06	-0.308873539	0.757470767
C15orf43	-1.21E-06	7.33E-07	-1.655696527	0.098041948
NA	2.89E-06	5.75E-06	0.502657498	0.615296341
ACAP3	8.45E-07	1.33E-07	6.342602713	3.18E-10
SLC16A13	9.16E-07	2.30E-07	3.988585061	7.04E-05
NA	3.96E-07	4.32E-07	0.916593966	0.359537639
NSA2	-2.92E-07	5.29E-08	-5.53065764	3.90E-08
SMARCB1	2.04E-07	2.69E-08	7.590693126	6.32E-14
SLC25A39	1.55E-07	1.42E-08	10.85918475	2.79E-26
ZNF675	3.08E-07	1.04E-07	2.97936111	0.002945977
NA	3.76E-07	3.85E-07	0.977437815	0.328547341
NA	-2.22E-07	1.03E-05	-0.021587354	0.982780672
NA	-3.67E-06	2.78E-07	-13.20223864	2.78E-37
NA	-2.25E-06	2.34E-07	-9.610937672	3.98E-21
NA	0.000101662	5.82E-05	1.746584378	0.080962569
NA	-1.47E-06	2.56E-06	-0.573173558	0.566633423
NA	-3.60E-05	1.23E-06	-29.24380127	1.01E-142
NA	1.22E-06	7.95E-06	0.153697927	0.877873485
NA	0	1.453387714	0	1
NXF2B	-0.00086428	0.000446971	-1.933636888	0.053390218
NA	2.45E-06	6.76E-06	0.362451194	0.717078028
NA	5.92E-06	6.08E-06	0.973643419	0.330427737
NA	-2.53E-05	3.21E-05	-0.787897371	0.430910674
GABRQ	3.22E-08	4.06E-08	0.794095461	0.427295181
NA	4.10E-06	6.39E-06	0.641732345	0.521168229
SNORD115-25	4.18E-06	4.62E-06	0.906391397	0.364908734
TAS2R40	8.18E-06	4.97E-06	1.645472691	0.100131443
NA	1.60E-07	6.39E-07	0.249887279	0.802716833
SNX17	2.64E-08	3.74E-08	0.707997918	0.479082567
PIK3C3	-1.77E-06	3.30E-07	-5.375421905	9.16E-08
CYTL1	-2.31E-06	1.97E-07	-11.72557885	3.73E-30
NA	0	1.453387714	0	1
GJB7	5.31E-07	9.08E-07	0.584978018	0.558671292
NA	7.42E-05	0.000177923	0.416922708	0.676808714
POLDIP3	-1.02E-07	3.65E-08	-2.795885298	0.005257444
IGF1	-8.60E-06	3.58E-07	-23.98794311	2.21E-104
FAM189B	4.80E-07	5.18E-08	9.263628905	8.71E-20
NA	-1.68E-05	7.24E-06	-2.315401697	0.020757137
RPLP2	-3.00E-09	1.46E-09	-2.055454644	0.04004881
NA	3.18E-06	5.81E-06	0.547445899	0.584173137
NA	5.96E-07	1.96E-06	0.303948697	0.761219107
RP11-379F12.7	2.55E-07	4.63E-08	5.501222314	4.60E-08
NA	-7.97E-06	1.37E-06	-5.808267332	8.06E-09
NA	1.89E-08	2.51E-08	0.754752246	0.450544158
NA	1.56E-06	2.65E-06	0.589458371	0.555663599
PLA2G1B	1.60E-06	1.44E-06	1.108940739	0.26767556
NA	-6.70E-06	9.70E-07	-6.903315415	8.17E-12
NA	4.84E-06	2.66E-06	1.819029712	0.069153361
LAMB2	-1.27E-07	1.39E-08	-9.100278663	3.60E-19
NA	1.73E-08	5.11E-08	0.339080417	0.734607841
NA	5.59E-05	9.72E-05	0.574514392	0.565726292
NA	4.04E-07	4.07E-07	0.991974876	0.321407615
ORC3	1.63E-07	9.49E-08	1.718886028	0.085890269
NA	-3.00E-06	2.25E-05	-0.133537775	0.893790242
NA	5.00E-06	1.40E-05	0.357465449	0.720805572
NA	-8.96E-06	1.75E-06	-5.117896074	3.59E-07
NA	-5.93E-06	2.08E-06	-2.859047764	0.004321865
CAMK2N2	1.08E-06	2.36E-07	4.570157338	5.37E-06
NA	-9.51E-06	2.98E-06	-3.188659841	0.00146589
LINC01593	-4.32E-06	7.47E-07	-5.775580071	9.74E-09
NA	-8.59E-07	4.46E-07	-1.924941551	0.0544703
OASL	2.17E-07	3.91E-08	5.559053069	3.33E-08
S100A7	9.28E-10	5.57E-10	1.666473696	0.095877274
NA	2.96E-06	9.54E-07	3.102520642	0.001963129
NA	5.10E-06	1.81E-05	0.282546248	0.777572894
LACTB	3.53E-07	9.17E-08	3.844898485	0.000126862
NA	1.07E-05	9.27E-06	1.154731146	0.248427972
TULP3	-1.35E-07	8.37E-08	-1.618116942	0.105897375
NA	5.84E-07	1.45E-06	0.40293361	0.687068069
CECR2	6.77E-07	3.86E-07	1.752124126	0.080005136
OR4C46	1.97E-05	3.18E-05	0.617168178	0.53723963
NA	1.55E-06	5.36E-06	0.288467026	0.773038552
NA	3.95E-07	3.47E-07	1.137838841	0.255412477
NA	9.93E-09	2.81E-08	0.353133845	0.724049458
NA	1.64E-06	3.30E-07	4.958552545	8.11E-07
NA	1.63E-05	1.62E-05	1.005433707	0.314888577
NA	1.18E-06	2.51E-06	0.4695773	0.638741444
NA	1.38E-05	2.31E-05	0.597984436	0.549961944
CT47A12	0	1.453387714	0	1
WDR89	5.79E-07	2.06E-07	2.80663692	0.005086262
NA	4.41E-06	1.52E-06	2.905634369	0.003731627
NA	1.10E-05	1.63E-05	0.674579353	0.500071599
NA	5.48E-07	1.32E-06	0.415569049	0.67779888
NA	1.19E-07	8.58E-08	1.392085502	0.164151675
NA	-6.36E-06	3.52E-06	-1.807277006	0.070966767
NA	-4.36E-06	3.73E-07	-11.69827899	4.98E-30
MIR98	4.08E-07	7.01E-07	0.581728594	0.560857598
NA	4.16E-06	6.62E-06	0.629122196	0.529387519
NA	1.51E-07	1.31E-07	1.155756384	0.248008412
FAM160B2	-2.76E-07	1.14E-07	-2.415724051	0.015850968
NA	1.02E-06	2.32E-06	0.440807994	0.659430555
NA	-0.001219846	0.000538242	-2.266350739	0.023605459
NA	1.22E-06	7.09E-07	1.726798178	0.084458508
NA	4.56E-06	1.04E-05	0.440218397	0.659857367
NA	-1.62E-05	1.67E-06	-9.660394303	2.54E-21
TRPM1	-5.59E-05	9.00E-06	-6.218291602	6.90E-10
NA	-1.36E-05	1.07E-05	-1.272514013	0.203434411
NA	-4.68E-07	4.39E-06	-0.106671093	0.915067555
NA	1.11E-06	1.25E-06	0.886339515	0.375610285
CNTRL	-8.73E-07	2.69E-07	-3.240292067	0.00122649
MPPED1	1.64E-07	4.37E-07	0.375533165	0.707329645
NA	1.50E-05	1.29E-05	1.161969997	0.245476229
NA	-5.46E-05	2.09E-05	-2.615514815	0.009019863
NA	1.04E-06	4.80E-07	2.156626661	0.03123078
SMAGP	3.40E-07	1.32E-07	2.575309893	0.01013262
HSD17B8	4.38E-08	4.30E-08	1.016987605	0.309362124
FAM136A	3.76E-07	4.97E-08	7.558273335	8.02E-14
NA	-7.18E-08	2.89E-07	-0.248653102	0.803671221
NA	5.23E-10	9.24E-07	0.000566324	0.999548232
HCST	6.64E-08	4.44E-08	1.496575694	0.134763836
NA	2.54E-07	1.66E-07	1.535543044	0.124911272
NA	4.14E-06	2.09E-06	1.981348005	0.047777758
TSPAN12	-1.81E-07	6.59E-08	-2.748164444	0.006081842
NA	9.80E-07	1.28E-06	0.763995662	0.445018408
RPLP1	3.32E-09	1.32E-09	2.505917175	0.012343552
NA	-6.33E-08	1.31E-06	-0.048236477	0.96153572
NA	1.39E-06	3.63E-06	0.382467153	0.702181891
IL3	3.04E-05	2.40E-05	1.269355112	0.204557925
RP11-706J10.1	2.89E-07	6.63E-07	0.435709888	0.663124754
SKI	-5.00E-07	4.09E-08	-12.22657445	1.68E-32
GUF1	2.58E-07	8.45E-08	3.056205376	0.002290562
NA	0	1.453387714	0	1
GPRC5C	2.44E-07	6.67E-08	3.653932474	0.000269283
NA	1.95E-06	8.88E-07	2.19989483	0.028002413
NA	-2.13E-06	9.28E-07	-2.294587237	0.021926949
NA	0	1.453387714	0	1
NA	2.51E-07	6.41E-06	0.039131186	0.968792236
NA	4.18E-07	5.66E-07	0.739016741	0.460039807
NA	1.05E-05	1.47E-05	0.712602432	0.476228855
FIRRE	3.88E-07	2.74E-07	1.413837626	0.157666172
RCN2	5.22E-07	1.03E-07	5.071205573	4.57E-07
SLC16A4	-7.88E-07	1.10E-07	-7.177436855	1.23E-12
NA	2.53E-06	2.31E-06	1.098673848	0.272128374
HDAC4	-6.79E-06	4.71E-07	-14.42081058	1.25E-43
ZNF561	-1.77E-06	1.32E-07	-13.36344374	4.24E-38
NA	3.51E-07	1.45E-06	0.241767817	0.809000942
MIR3131	8.83E-08	3.75E-06	0.023556342	0.981210371
NA	-2.80E-05	7.39E-06	-3.792226605	0.000156652
NA	8.20E-07	5.27E-07	1.555907133	0.119991031
ASCL2	3.52E-07	7.77E-08	4.522363418	6.71E-06
NA	2.66E-05	2.26E-05	1.177833444	0.239094041
AC017076.4	5.79E-06	9.82E-07	5.896664181	4.80E-09
NA	4.35E-06	6.46E-06	0.672310129	0.501514321
SNX11	1.10E-07	7.57E-08	1.446131592	0.148398622
NA	8.56E-06	2.16E-05	0.395609977	0.692462342
TADA1	1.37E-06	1.35E-07	10.10179851	4.31E-23
NA	5.93E-07	1.75E-06	0.339605341	0.734212545
ZBTB40	-8.67E-07	2.00E-07	-4.339024314	1.55E-05
TMEM107	2.36E-07	2.16E-07	1.092923026	0.274644602
NA	0	1.453387714	0	1
NA	1.14E-06	1.19E-06	0.950954756	0.341816779
NA	9.57E-06	1.71E-05	0.560629475	0.575153687
NA	3.95E-06	3.13E-06	1.260576419	0.207703923
FBXL3	-8.49E-07	7.56E-08	-11.21979838	7.28E-28
NA	-2.61E-07	1.06E-06	-0.246233764	0.80554294
NA	9.60E-08	1.73E-07	0.553262035	0.580185946
NA	1.37E-06	9.60E-07	1.426308664	0.154036578
MIR3193	-1.05E-05	2.08E-06	-5.033850663	5.53E-07
NA	1.07E-07	1.50E-06	0.07125903	0.943203348
NA	1.78E-06	3.84E-06	0.464228668	0.642567226
FITM2	-5.47E-07	9.93E-08	-5.50827122	4.42E-08
RP11-639B4.1	2.12E-07	5.35E-07	0.396365751	0.691904943
NA	-4.81E-06	1.82E-06	-2.640964266	0.008373251
SPTLC3	-3.77E-07	1.82E-07	-2.076330132	0.038073608
RP11-29A1.3	3.43E-06	1.07E-05	0.318853354	0.749892613
NA	0	1.453387714	0	1
NA	1.08E-07	3.04E-07	0.354188298	0.723259331
SNN	-5.44E-07	4.21E-08	-12.91634723	7.47E-36
NA	1.28E-06	8.33E-07	1.53606465	0.124783309
NA	-3.77E-06	5.46E-06	-0.690868343	0.489780464
SLC22A11	-4.46E-05	5.25E-06	-8.505784031	5.24E-17
NA	0	1.453387714	0	1
NA	3.06E-06	3.11E-06	0.981700749	0.326443055
NA	3.53E-07	3.67E-07	0.961046193	0.336720471
CYP17A1OS	-1.34E-07	4.20E-08	-3.197236405	0.001423349
ARC	-4.19E-07	1.14E-07	-3.673283831	0.000249887
NA	7.08E-07	7.49E-07	0.9449548	0.344870136
AC006004.1	4.07E-06	1.75E-05	0.232450816	0.816227097
NA	5.42E-06	2.97E-06	1.827968236	0.067799836
PRKACG	8.20E-06	3.67E-05	0.223555775	0.823140622
NA	3.36E-05	2.78E-05	1.207724296	0.227388752
MIR323A	4.69E-06	6.54E-06	0.71653314	0.473800142
NA	3.84E-06	6.46E-06	0.594344945	0.552392256
NA	-1.87E-06	7.26E-07	-2.571331349	0.010249129
NA	6.12E-06	1.20E-05	0.509087483	0.610783495
NA	-4.69E-06	1.68E-06	-2.788533101	0.005377484
NA	1.84E-07	4.35E-07	0.422439391	0.672779199
NA	3.01E-06	6.12E-06	0.491362233	0.623259163
NA	-1.06E-05	1.39E-06	-7.639684337	4.40E-14
NA	-9.51E-06	1.86E-06	-5.111157541	3.72E-07
NA	3.18E-06	3.11E-06	1.023538178	0.306257535
MAGI1	-2.24E-06	1.38E-07	-16.25772195	6.43E-54
TEC	-6.23E-06	1.06E-06	-5.903463539	4.61E-09
ARPC5	4.11E-07	4.74E-08	8.664532447	1.43E-17
NA	1.02E-06	2.42E-07	4.233745752	2.47E-05
