Category+A1:M65	Term	Count	%	PValue	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	zinc finger region:TRAF-type 1	5	0.485908649	3.11E-05	19.76650246	0.075978697	0.001611357	0.055004129
GOTERM_MF_DIRECT	GO:0032403~protein complex binding	28	2.721088435	3.17E-05	2.433197088	0.02878025	6.63E-04	0.049605814
GOTERM_BP_DIRECT	GO:0048304~positive regulation of isotype switching to IgG isotypes	6	0.583090379	3.27E-05	12.81180061	0.116550102	6.92E-04	0.060376016
GOTERM_BP_DIRECT	GO:0045410~positive regulation of interleukin-6 biosynthetic process	6	0.583090379	3.27E-05	12.81180061	0.116550102	6.92E-04	0.060376016
GOTERM_BP_DIRECT	GO:0006928~movement of cell or subcellular component	17	1.652089407	3.34E-05	3.376753649	0.118922508	7.03E-04	0.061685732
UP_SEQ_FEATURE	domain:RHD	6	0.583090379	3.47E-05	13.17766831	0.084289245	0.001759545	0.061290968
UP_SEQ_FEATURE	domain:ITAM	6	0.583090379	3.47E-05	13.17766831	0.084289245	0.001759545	0.061290968
UP_SEQ_FEATURE	DNA-binding region:Tryptophan pentad repeat	6	0.583090379	3.47E-05	13.17766831	0.084289245	0.001759545	0.061290968
UP_SEQ_FEATURE	short sequence motif:ITIM motif 3	6	0.583090379	3.47E-05	13.17766831	0.084289245	0.001759545	0.061290968
GOTERM_CC_DIRECT	GO:0031093~platelet alpha granule lumen	13	1.263362488	3.59E-05	4.281800108	0.017123502	5.23E-04	0.051414238
GOTERM_BP_DIRECT	GO:0002474~antigen processing and presentation of peptide antigen via MHC class I	10	0.971817298	3.61E-05	5.694133605	0.12791429	7.56E-04	0.066681821
INTERPRO	IPR008930:Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid	8	0.777453839	3.62E-05	7.822137927	0.042913073	7.69E-04	0.05864561
GOTERM_MF_DIRECT	GO:0019903~protein phosphatase binding	14	1.360544218	3.63E-05	3.978084129	0.032821804	7.41E-04	0.056687313
UP_KEYWORDS	Protease	50	4.859086492	3.67E-05	1.861846486	0.013948554	2.55E-04	0.050819014
UP_KEYWORDS	Defensin	12	1.166180758	3.73E-05	4.674666869	0.014186257	2.55E-04	0.051691029
GOTERM_BP_DIRECT	GO:0001938~positive regulation of endothelial cell proliferation	15	1.457725948	3.76E-05	3.713565394	0.132964154	7.84E-04	0.069510195
OMIM_DISEASE	611162~Malaria, resistance to	6	0.583090379	3.80E-05	11.67487685	0.022376742	0.022376742	0.056013719
SMART	SM00005:DEATH	10	0.971817298	3.91E-05	5.542879189	0.009334673	4.69E-04	0.050426092
PIR_SUPERFAMILY	PIRSF015614:TNF receptor-associated factor (TRAF)	6	0.583090379	3.96E-05	10.50931677	0.004264102	0.004264102	0.044542358
BIOCARTA	h_tcapoptosisPathway:HIV Induced T Cell Apoptosis	9	0.874635569	3.96E-05	4.858803987	0.008997748	3.35E-04	0.050739494
INTERPRO	IPR016243:Tyrosine-protein kinase, CSF-1/PDGF receptor	5	0.485908649	3.98E-05	18.57757758	0.047006539	8.30E-04	0.064374715
INTERPRO	IPR020440:Interleukin-17, chordata	5	0.485908649	3.98E-05	18.57757758	0.047006539	8.30E-04	0.064374715
INTERPRO	IPR003297:Interleukin-1 receptor antagonist / Interleukin-36	5	0.485908649	3.98E-05	18.57757758	0.047006539	8.30E-04	0.064374715
INTERPRO	IPR001862:Membrane attack complex component/perforin/complement C9	5	0.485908649	3.98E-05	18.57757758	0.047006539	8.30E-04	0.064374715
GOTERM_BP_DIRECT	GO:0048015~phosphatidylinositol-mediated signaling	19	1.846452867	3.98E-05	3.061939769	0.140042227	8.24E-04	0.073502262
GOTERM_BP_DIRECT	GO:0030225~macrophage differentiation	8	0.777453839	4.12E-05	7.592178139	0.144607949	8.49E-04	0.076094737
PIR_SUPERFAMILY	PIRSF001979:alpha-1B-glycoprotein	7	0.680272109	4.32E-05	8.173913043	0.004651611	0.002328516	0.048598695
GOTERM_CC_DIRECT	GO:0016469~proton-transporting two-sector ATPase complex	5	0.485908649	4.40E-05	18.11530815	0.020924603	6.22E-04	0.062945066
GOTERM_CC_DIRECT	GO:0031225~anchored component of membrane	19	1.846452867	4.47E-05	3.045936769	0.021284738	6.15E-04	0.064039805
GOTERM_MF_DIRECT	GO:0048248~CXCR3 chemokine receptor binding	5	0.485908649	4.60E-05	17.90137858	0.041480503	9.21E-04	0.071957275
GOTERM_MF_DIRECT	GO:0030884~exogenous lipid antigen binding	5	0.485908649	4.60E-05	17.90137858	0.041480503	9.21E-04	0.071957275
GOTERM_MF_DIRECT	GO:0030883~endogenous lipid antigen binding	5	0.485908649	4.60E-05	17.90137858	0.041480503	9.21E-04	0.071957275
GOTERM_MF_DIRECT	GO:0005143~interleukin-12 receptor binding	5	0.485908649	4.60E-05	17.90137858	0.041480503	9.21E-04	0.071957275
GOTERM_MF_DIRECT	GO:0042015~interleukin-20 binding	5	0.485908649	4.60E-05	17.90137858	0.041480503	9.21E-04	0.071957275
GOTERM_MF_DIRECT	GO:0019960~C-X3-C chemokine binding	5	0.485908649	4.60E-05	17.90137858	0.041480503	9.21E-04	0.071957275
GOTERM_MF_DIRECT	GO:0001875~lipopolysaccharide receptor activity	5	0.485908649	4.60E-05	17.90137858	0.041480503	9.21E-04	0.071957275
BIOCARTA	h_eosinophilsPathway:The Role of Eosinophils in the Chemokine Network of Allergy	8	0.777453839	4.65E-05	5.398671096	0.010536308	3.78E-04	0.059459142
GOTERM_BP_DIRECT	GO:0001934~positive regulation of protein phosphorylation	21	2.040816327	4.66E-05	2.824648953	0.162091037	9.55E-04	0.086150817
INTERPRO	IPR019817:Interferon regulatory factor, conserved site	6	0.583090379	4.68E-05	12.38505172	0.055028605	9.59E-04	0.075672938
INTERPRO	IPR019742:Alpha-2-macroglobulin, conserved site	6	0.583090379	4.68E-05	12.38505172	0.055028605	9.59E-04	0.075672938
INTERPRO	IPR001346:Interferon regulatory factor DNA-binding domain	6	0.583090379	4.68E-05	12.38505172	0.055028605	9.59E-04	0.075672938
GOTERM_BP_DIRECT	GO:0048246~macrophage chemotaxis	7	0.680272109	4.74E-05	9.198215823	0.164348327	9.65E-04	0.087464379
BIOCARTA	h_cd40Pathway:CD40L Signaling Pathway	11	1.068999028	5.02E-05	3.959025471	0.011372373	3.94E-04	0.064202834
SMART	SM00060:FN3	25	2.429543246	5.17E-05	2.494295635	0.012342897	5.91E-04	0.066772396
GOTERM_BP_DIRECT	GO:0050853~B cell receptor signaling pathway	13	1.263362488	5.23E-05	4.112429826	0.179750069	0.001059044	0.096522328
KEGG_PATHWAY	hsa05222:Small cell lung cancer	22	2.137998056	5.34E-05	2.622160617	0.011790432	2.20E-04	0.068083441
GOTERM_BP_DIRECT	GO:0051023~regulation of immunoglobulin secretion	5	0.485908649	5.54E-05	17.08240081	0.189542894	0.001117231	0.102370052
GOTERM_BP_DIRECT	GO:0072540~T-helper 17 cell lineage commitment	5	0.485908649	5.54E-05	17.08240081	0.189542894	0.001117231	0.102370052
GOTERM_BP_DIRECT	GO:0032747~positive regulation of interleukin-23 production	5	0.485908649	5.54E-05	17.08240081	0.189542894	0.001117231	0.102370052
GOTERM_BP_DIRECT	GO:0001915~negative regulation of T cell mediated cytotoxicity	5	0.485908649	5.54E-05	17.08240081	0.189542894	0.001117231	0.102370052
GOTERM_BP_DIRECT	GO:0002503~peptide antigen assembly with MHC class II protein complex	5	0.485908649	5.54E-05	17.08240081	0.189542894	0.001117231	0.102370052
SMART	SM00457:MACPF	7	0.680272109	5.63E-05	8.730034722	0.013419479	6.14E-04	0.072633855
SMART	SM01361:SM01361	7	0.680272109	5.63E-05	8.730034722	0.013419479	6.14E-04	0.072633855
GOTERM_MF_DIRECT	GO:0001968~fibronectin binding	9	0.874635569	5.79E-05	6.196631047	0.051851657	0.001132216	0.090426705
GOTERM_BP_DIRECT	GO:0006953~acute-phase response	11	1.068999028	5.99E-05	4.81811305	0.203252679	0.001201488	0.110675995
SMART	SM00048:DEFSN	6	0.583090379	6.16E-05	11.22433036	0.014673883	6.43E-04	0.079471107
GOTERM_BP_DIRECT	GO:0048010~vascular endothelial growth factor receptor signaling pathway	15	1.457725948	6.18E-05	3.558833503	0.20874934	0.001231559	0.114046106
GOTERM_BP_DIRECT	GO:0042098~T cell proliferation	8	0.777453839	6.19E-05	7.192589816	0.209316733	0.001228866	0.114395311
GOTERM_BP_DIRECT	GO:0071404~cellular response to low-density lipoprotein particle stimulus	6	0.583090379	7.00E-05	11.38826721	0.23307124	0.001381136	0.129243476
GOTERM_BP_DIRECT	GO:0046641~positive regulation of alpha-beta T cell proliferation	6	0.583090379	7.00E-05	11.38826721	0.23307124	0.001381136	0.129243476
GOTERM_BP_DIRECT	GO:0010863~positive regulation of phospholipase C activity	6	0.583090379	7.00E-05	11.38826721	0.23307124	0.001381136	0.129243476
GOTERM_BP_DIRECT	GO:0048245~eosinophil chemotaxis	6	0.583090379	7.00E-05	11.38826721	0.23307124	0.001381136	0.129243476
GOTERM_BP_DIRECT	GO:0071223~cellular response to lipoteichoic acid	6	0.583090379	7.00E-05	11.38826721	0.23307124	0.001381136	0.129243476
GOTERM_BP_DIRECT	GO:0002237~response to molecule of bacterial origin	6	0.583090379	7.00E-05	11.38826721	0.23307124	0.001381136	0.129243476
GOTERM_MF_DIRECT	GO:0004871~signal transducer activity	27	2.623906706	7.12E-05	2.369300106	0.063421643	0.001364112	0.111266895
GOTERM_BP_DIRECT	GO:0007596~blood coagulation	26	2.526724976	7.18E-05	2.413817506	0.23843807	0.00141032	0.132661455
GOTERM_BP_DIRECT	GO:0016337~single organismal cell-cell adhesion	18	1.749271137	7.25E-05	3.044388264	0.240429645	0.001416534	0.133935933
GOTERM_BP_DIRECT	GO:0032743~positive regulation of interleukin-2 production	7	0.680272109	7.88E-05	8.541200407	0.258191687	0.00153044	0.145451824
GOTERM_BP_DIRECT	GO:0006909~phagocytosis	12	1.166180758	7.91E-05	4.270600203	0.259227354	0.001529755	0.146131732
GOTERM_BP_DIRECT	GO:0051603~proteolysis involved in cellular protein catabolic process	12	1.166180758	7.91E-05	4.270600203	0.259227354	0.001529755	0.146131732
GOTERM_CC_DIRECT	GO:0005839~proteasome core complex	8	0.777453839	8.92E-05	6.901069772	0.042007192	0.001191373	0.127699474
INTERPRO	IPR017441:Protein kinase, ATP binding site	40	3.887269193	8.96E-05	1.950401845	0.102702475	0.0018045	0.14483358
UP_SEQ_FEATURE	cross-link:Isoglutamyl cysteine thioester (Cys-Gln)	5	0.485908649	8.96E-05	16.47208539	0.203504937	0.00445152	0.158299627
SMART	SM01359:SM01359	7	0.680272109	9.87E-05	8.05849359	0.023400346	9.86E-04	0.127264748
SMART	SM01360:SM01360	7	0.680272109	9.87E-05	8.05849359	0.023400346	9.86E-04	0.127264748
GOTERM_BP_DIRECT	GO:0046854~phosphatidylinositol phosphorylation	17	1.652089407	1.02E-04	3.08937036	0.321212659	0.001964805	0.188649004
GOTERM_BP_DIRECT	GO:0008283~cell proliferation	41	3.984450923	1.04E-04	1.913602277	0.326602369	0.001995074	0.192526799
GOTERM_BP_DIRECT	GO:0043029~T cell homeostasis	9	0.874635569	1.09E-04	5.694133605	0.337855759	0.002069573	0.200723952
GOTERM_BP_DIRECT	GO:0033077~T cell differentiation in thymus	9	0.874635569	1.09E-04	5.694133605	0.337855759	0.002069573	0.200723952
UP_KEYWORDS	Proto-oncogene	27	2.623906706	1.11E-04	2.317525524	0.04171018	7.47E-04	0.154058901
INTERPRO	IPR003987:Intercellular adhesion molecule/vascular cell adhesion molecule, N-terminal	5	0.485908649	1.14E-04	15.48131465	0.129134633	0.00226412	0.184758143
INTERPRO	IPR002366:Defensin propeptide	5	0.485908649	1.14E-04	15.48131465	0.129134633	0.00226412	0.184758143
INTERPRO	IPR006081:Mammalian defensins	5	0.485908649	1.14E-04	15.48131465	0.129134633	0.00226412	0.184758143
INTERPRO	IPR016327:Alpha-defensin	5	0.485908649	1.14E-04	15.48131465	0.129134633	0.00226412	0.184758143
INTERPRO	IPR013568:SEFIR	5	0.485908649	1.14E-04	15.48131465	0.129134633	0.00226412	0.184758143
UP_SEQ_FEATURE	glycosylation site:O-linked (GalNAc...); partial	6	0.583090379	1.17E-04	10.78172862	0.256599932	0.005686098	0.206245276
GOTERM_BP_DIRECT	GO:0051091~positive regulation of sequence-specific DNA binding transcription factor activity	18	1.749271137	1.19E-04	2.928411568	0.363909526	0.002259516	0.220246759
UP_SEQ_FEATURE	short sequence motif:ITIM motif	7	0.680272109	1.26E-04	8.139148073	0.272955353	0.005996428	0.221701647
GOTERM_CC_DIRECT	GO:0031265~CD95 death-inducing signaling complex	5	0.485908649	1.26E-04	15.09609013	0.058856158	0.001638097	0.180452347
SMART	SM00348:IRF	6	0.583090379	1.31E-04	9.97718254	0.030945455	0.001256585	0.168915148
GOTERM_MF_DIRECT	GO:0030368~interleukin-17 receptor activity	5	0.485908649	1.32E-04	14.91781548	0.11437438	0.002475726	0.206162004
BIOCARTA	h_tob1Pathway:Role of Tob in T-cell activation	12	1.166180758	1.32E-04	3.409687008	0.029660708	0.001003146	0.168926393
GOTERM_BP_DIRECT	GO:0033151~V(D)J recombination	6	0.583090379	1.33E-04	10.24944049	0.396582417	0.002510008	0.24588612
GOTERM_BP_DIRECT	GO:0045080~positive regulation of chemokine biosynthetic process	6	0.583090379	1.33E-04	10.24944049	0.396582417	0.002510008	0.24588612
GOTERM_BP_DIRECT	GO:0002726~positive regulation of T cell cytokine production	6	0.583090379	1.33E-04	10.24944049	0.396582417	0.002510008	0.24588612
GOTERM_MF_DIRECT	GO:0001530~lipopolysaccharide binding	8	0.777453839	1.34E-04	6.509592211	0.116043498	0.002463908	0.209360629
BBID	109.Chemokine_families	22	2.137998056	1.43E-04	1.893102684	0.013501495	0.013501495	0.157160648
GOTERM_BP_DIRECT	GO:0031623~receptor internalization	11	1.068999028	1.46E-04	4.369916487	0.425191578	0.002737427	0.26949759
GOTERM_MF_DIRECT	GO:0005123~death receptor binding	7	0.680272109	1.47E-04	7.831853128	0.126237314	0.002642512	0.229025409
INTERPRO	IPR000719:Protein kinase, catalytic domain	47	4.567541302	1.51E-04	1.792907898	0.166839824	0.002939693	0.243829647
UP_SEQ_FEATURE	domain:Fibronectin type-III	12	1.166180758	1.56E-04	4.020305586	0.327396146	0.007317517	0.275758398
INTERPRO	IPR023333:Proteasome B-type subunit	6	0.583090379	1.57E-04	10.13322413	0.172669619	0.003004227	0.253197753
INTERPRO	IPR019565:Alpha-2-macroglobulin, thiol-ester bond-forming	6	0.583090379	1.57E-04	10.13322413	0.172669619	0.003004227	0.253197753
GOTERM_BP_DIRECT	GO:0030816~positive regulation of cAMP metabolic process	5	0.485908649	1.59E-04	14.23533401	0.451833985	0.002957083	0.292562121
GOTERM_BP_DIRECT	GO:0032494~response to peptidoglycan	5	0.485908649	1.59E-04	14.23533401	0.451833985	0.002957083	0.292562121
GOTERM_BP_DIRECT	GO:0045893~positive regulation of transcription, DNA-templated	52	5.053449951	1.59E-04	1.724824937	0.453147088	0.00295433	0.293727545
UP_KEYWORDS	Sulfation	11	1.068999028	1.64E-04	4.369133086	0.060963205	0.001083906	0.227363883
UP_KEYWORDS	B-cell activation	6	0.583090379	1.71E-04	10.12844488	0.063420576	0.001109908	0.236824265
BIOCARTA	h_lymphocytePathway:Adhesion Molecules on Lymphocyte	8	0.777453839	1.76E-04	4.798818752	0.039338792	0.00129379	0.225101697
BIOCARTA	h_alternativePathway:Alternative Complement Pathway	8	0.777453839	1.76E-04	4.798818752	0.039338792	0.00129379	0.225101697
BIOCARTA	h_bbcellPathway:Bystander B Cell Activation	8	0.777453839	1.76E-04	4.798818752	0.039338792	0.00129379	0.225101697
GOTERM_MF_DIRECT	GO:0003823~antigen binding	17	1.652089407	1.80E-04	2.954596464	0.152665149	0.003180687	0.28107665
UP_SEQ_FEATURE	short sequence motif:Endocytosis signal	7	0.680272109	1.80E-04	7.68697318	0.367312153	0.008288696	0.318229162
GOTERM_MF_DIRECT	GO:0017134~fibroblast growth factor binding	8	0.777453839	1.83E-04	6.226566462	0.1553421	0.003180283	0.286437803
UP_SEQ_FEATURE	site:Cleavage	13	1.263362488	1.84E-04	3.670921886	0.372408826	0.008284534	0.323842651
GOTERM_BP_DIRECT	GO:0050766~positive regulation of phagocytosis	9	0.874635569	1.89E-04	5.301434735	0.512283857	0.003496418	0.349324996
GOTERM_BP_DIRECT	GO:0035162~embryonic hemopoiesis	7	0.680272109	1.90E-04	7.473550356	0.513133771	0.003487912	0.350172061
GOTERM_BP_DIRECT	GO:0010744~positive regulation of macrophage derived foam cell differentiation	7	0.680272109	1.90E-04	7.473550356	0.513133771	0.003487912	0.350172061
UP_SEQ_FEATURE	domain:MATH	6	0.583090379	1.92E-04	9.883251232	0.385649088	0.008510752	0.338639786
INTERPRO	IPR013098:Immunoglobulin I-set	20	1.943634597	2.00E-04	2.635117387	0.214893964	0.003773122	0.323059628
UP_SEQ_FEATURE	domain:Ig-like	11	1.068999028	2.00E-04	4.263363276	0.398531202	0.008726881	0.353343799
UP_SEQ_FEATURE	domain:Sushi 13	5	0.485908649	2.01E-04	14.11893033	0.399281814	0.008600587	0.354210185
UP_SEQ_FEATURE	domain:Sushi 12	5	0.485908649	2.01E-04	14.11893033	0.399281814	0.008600587	0.354210185
UP_SEQ_FEATURE	domain:Sushi 14	5	0.485908649	2.01E-04	14.11893033	0.399281814	0.008600587	0.354210185
UP_SEQ_FEATURE	domain:Sushi 11	5	0.485908649	2.01E-04	14.11893033	0.399281814	0.008600587	0.354210185
UP_SEQ_FEATURE	domain:Sushi 15	5	0.485908649	2.01E-04	14.11893033	0.399281814	0.008600587	0.354210185
GOTERM_BP_DIRECT	GO:0042060~wound healing	15	1.457725948	2.02E-04	3.202950153	0.534414313	0.003686228	0.371875217
GOTERM_MF_DIRECT	GO:0004252~serine-type endopeptidase activity	30	2.915451895	2.17E-04	2.106044539	0.180803216	0.003686354	0.338280453
GOTERM_BP_DIRECT	GO:2001240~negative regulation of extrinsic apoptotic signaling pathway in absence of ligand	10	0.971817298	2.17E-04	4.616865085	0.560519574	0.003944901	0.399888941
GOTERM_MF_DIRECT	GO:0008201~heparin binding	22	2.137998056	2.28E-04	2.461439555	0.188887034	0.003799091	0.355072038
UP_KEYWORDS	Proteasome	11	1.068999028	2.29E-04	4.20426014	0.084046133	0.001462085	0.317184955
GOTERM_BP_DIRECT	GO:0042535~positive regulation of tumor necrosis factor biosynthetic process	6	0.583090379	2.33E-04	9.317673171	0.585860006	0.004209065	0.428713027
GOTERM_BP_DIRECT	GO:0043306~positive regulation of mast cell degranulation	6	0.583090379	2.33E-04	9.317673171	0.585860006	0.004209065	0.428713027
GOTERM_BP_DIRECT	GO:0050707~regulation of cytokine secretion	6	0.583090379	2.33E-04	9.317673171	0.585860006	0.004209065	0.428713027
GOTERM_BP_DIRECT	GO:0032495~response to muramyl dipeptide	6	0.583090379	2.33E-04	9.317673171	0.585860006	0.004209065	0.428713027
GOTERM_BP_DIRECT	GO:0016064~immunoglobulin mediated immune response	6	0.583090379	2.33E-04	9.317673171	0.585860006	0.004209065	0.428713027
GOTERM_BP_DIRECT	GO:0048333~mesodermal cell differentiation	6	0.583090379	2.33E-04	9.317673171	0.585860006	0.004209065	0.428713027
GOTERM_BP_DIRECT	GO:0032703~negative regulation of interleukin-2 production	6	0.583090379	2.33E-04	9.317673171	0.585860006	0.004209065	0.428713027
UP_KEYWORDS	Endosome	43	4.178814383	2.51E-04	1.810906985	0.091832752	0.00157788	0.347977236
INTERPRO	IPR003529:Long hematopoietin receptor, Gp130 family 2, conserved site	5	0.485908649	2.55E-04	13.26969827	0.265724451	0.004740588	0.412253209
INTERPRO	IPR001293:Zinc finger, TRAF-type	6	0.583090379	2.57E-04	9.288788789	0.266980349	0.004694745	0.414533297
INTERPRO	IPR002083:MATH	6	0.583090379	2.57E-04	9.288788789	0.266980349	0.004694745	0.414533297
GOTERM_BP_DIRECT	GO:0032720~negative regulation of tumor necrosis factor production	10	0.971817298	2.70E-04	4.495368635	0.640135998	0.004854981	0.496859775
GOTERM_BP_DIRECT	GO:0006508~proteolysis	50	4.859086492	2.74E-04	1.708240081	0.646626257	0.004917863	0.505685268
GOTERM_BP_DIRECT	GO:0050860~negative regulation of T cell receptor signaling pathway	7	0.680272109	2.79E-04	7.033929747	0.652704702	0.004976162	0.514098291
GOTERM_BP_DIRECT	GO:0031589~cell-substrate adhesion	7	0.680272109	2.79E-04	7.033929747	0.652704702	0.004976162	0.514098291
GOTERM_CC_DIRECT	GO:0097342~ripoptosome	5	0.485908649	2.81E-04	12.93950582	0.126591048	0.003555543	0.402202929
INTERPRO	IPR008996:Cytokine, IL-1-like	9	0.874635569	2.83E-04	5.066612067	0.290056104	0.005099926	0.457127885
GOTERM_MF_DIRECT	GO:0016494~C-X-C chemokine receptor activity	5	0.485908649	2.94E-04	12.78669899	0.237290171	0.00482542	0.459191713
BIOCARTA	h_deathPathway:Induction of apoptosis through DR3 and DR4/5 Death Receptors 	16	1.554907677	2.94E-04	2.617537501	0.064941462	0.002096117	0.376325721
UP_SEQ_FEATURE	binding site:Sialic acid	6	0.583090379	2.99E-04	9.123001137	0.531783147	0.012567424	0.526951952
UP_SEQ_FEATURE	compositionally biased region:Pro/Ser/Thr-rich	6	0.583090379	2.99E-04	9.123001137	0.531783147	0.012567424	0.526951952
UP_KEYWORDS	Threonine protease	7	0.680272109	3.03E-04	7.089911417	0.109415133	0.001867236	0.418453596
INTERPRO	IPR011009:Protein kinase-like domain	49	4.761904762	3.05E-04	1.714315068	0.308591604	0.005412134	0.492343024
GOTERM_MF_DIRECT	GO:0042834~peptidoglycan binding	6	0.583090379	3.05E-04	8.95068929	0.244658675	0.004910458	0.475609387
KEGG_PATHWAY	hsa05200:Pathways in cancer	61	5.92808552	3.11E-04	1.572507842	0.066765934	0.001255561	0.396003169
UP_KEYWORDS	Lipoprotein	66	6.413994169	3.17E-04	1.569195686	0.11434539	0.001925576	0.438456597
GOTERM_BP_DIRECT	GO:0051781~positive regulation of cell division	11	1.068999028	3.19E-04	3.998008701	0.701499195	0.005659897	0.587479852
KEGG_PATHWAY	hsa04920:Adipocytokine signaling pathway	18	1.749271137	3.38E-04	2.6051336	0.072274742	0.00133874	0.429859638
INTERPRO	IPR001353:Proteasome, subunit alpha/beta	7	0.680272109	3.53E-04	6.844370686	0.347488	0.006168228	0.569372908
GOTERM_BP_DIRECT	GO:2000427~positive regulation of apoptotic cell clearance	5	0.485908649	3.53E-04	12.20171487	0.737567977	0.006231732	0.64985431
GOTERM_BP_DIRECT	GO:0019885~antigen processing and presentation of endogenous peptide antigen via MHC class I	5	0.485908649	3.53E-04	12.20171487	0.737567977	0.006231732	0.64985431
GOTERM_BP_DIRECT	GO:0002606~positive regulation of dendritic cell antigen processing and presentation	5	0.485908649	3.53E-04	12.20171487	0.737567977	0.006231732	0.64985431
GOTERM_BP_DIRECT	GO:0048007~antigen processing and presentation, exogenous lipid antigen via MHC class Ib	5	0.485908649	3.53E-04	12.20171487	0.737567977	0.006231732	0.64985431
GOTERM_BP_DIRECT	GO:0002860~positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target	5	0.485908649	3.53E-04	12.20171487	0.737567977	0.006231732	0.64985431
GOTERM_BP_DIRECT	GO:2000503~positive regulation of natural killer cell chemotaxis	5	0.485908649	3.53E-04	12.20171487	0.737567977	0.006231732	0.64985431
